Customer ID,Category,Purchase Amount (USD),Review Rating,Discount Applied,Frequency of Purchases
2389,Clothing,68,4.1,No,Annually
2390,Outerwear,87,3.1,No,Every 3 Months
2391,Clothing,64,4.6,No,Fortnightly
2392,Clothing,74,4.6,No,Quarterly
2393,Clothing,62,2.6,No,Annually
2394,Clothing,97,5.0,No,Every 3 Months
2395,Footwear,47,2.9,No,Fortnightly
2396,Clothing,83,3.5,No,Bi-Weekly
2397,Clothing,82,3.7,No,Weekly
2398,Accessories,26,2.9,No,Monthly
2399,Outerwear,81,4.3,No,Fortnightly
2400,Clothing,44,3.2,No,Monthly
2401,Accessories,88,4.2,No,Bi-Weekly
2402,Footwear,76,4.2,No,Bi-Weekly
2403,Accessories,89,3.8,No,Weekly
2404,Clothing,22,4.4,No,Weekly
2405,Clothing,33,3.1,No,Bi-Weekly
2406,Clothing,97,5.0,No,Quarterly
2407,Accessories,57,4.7,No,Weekly
2408,Clothing,38,3.0,No,Bi-Weekly
2409,Footwear,55,4.2,No,Every 3 Months
2410,Accessories,37,3.0,No,Every 3 Months
2411,Footwear,43,3.7,No,Monthly
2412,Clothing,96,2.7,No,Every 3 Months
2413,Outerwear,51,4.3,No,Bi-Weekly
2414,Clothing,95,2.7,No,Weekly
2415,Clothing,26,3.7,No,Bi-Weekly
2416,Outerwear,34,4.3,No,Weekly
2417,Footwear,83,4.0,No,Every 3 Months
2418,Accessories,24,3.3,No,Fortnightly
2419,Clothing,69,4.0,No,Every 3 Months
2420,Clothing,40,2.7,No,Every 3 Months
2421,Outerwear,87,4.2,No,Annually
2422,Footwear,46,4.6,No,Every 3 Months
2423,Accessories,82,4.8,No,Weekly
2424,Accessories,81,2.8,No,Every 3 Months
2425,Accessories,57,4.5,No,Bi-Weekly
2426,Footwear,49,3.0,No,Quarterly
2427,Outerwear,42,4.6,No,Every 3 Months
2428,Outerwear,26,3.3,No,Quarterly
2429,Clothing,38,4.4,No,Annually
2430,Footwear,57,4.4,No,Fortnightly
2431,Outerwear,100,4.3,No,Quarterly
2432,Clothing,73,3.4,No,Every 3 Months
2433,Outerwear,66,2.8,No,Monthly
2434,Clothing,73,3.4,No,Bi-Weekly
2435,Accessories,45,5.0,No,Monthly
2436,Footwear,27,4.5,No,Bi-Weekly
2437,Clothing,24,2.7,No,Quarterly
2438,Footwear,59,3.4,No,Weekly
2439,Clothing,20,3.4,No,Weekly
2440,Accessories,44,2.8,No,Annually
2441,Clothing,90,4.7,No,Annually
2442,Accessories,36,4.7,No,Monthly
2443,Clothing,95,4.7,No,Bi-Weekly
2444,Accessories,30,3.4,No,Bi-Weekly
2445,Accessories,65,3.7,No,Bi-Weekly
2446,Accessories,96,4.1,No,Weekly
2447,Clothing,65,2.9,No,Monthly
2448,Clothing,47,3.2,No,Fortnightly
2449,Accessories,25,3.0,No,Bi-Weekly
2450,Outerwear,56,4.1,No,Fortnightly
2451,Clothing,76,4.5,No,Quarterly
2452,Clothing,60,3.4,No,Monthly
2453,Clothing,67,4.1,No,Every 3 Months
2454,Clothing,95,4.6,No,Annually
2455,Accessories,72,4.6,No,Annually
2456,Accessories,98,3.4,No,Every 3 Months
2457,Clothing,83,3.3,No,Monthly
2458,Accessories,37,3.6,No,Quarterly
2459,Clothing,85,4.6,No,Weekly
2460,Clothing,36,4.3,No,Weekly
2461,Clothing,36,4.0,No,Annually
2462,Accessories,86,4.8,No,Weekly
2463,Clothing,99,4.3,No,Bi-Weekly
2464,Clothing,21,3.3,No,Bi-Weekly
2465,Outerwear,84,2.8,No,Bi-Weekly
2466,Footwear,63,4.4,No,Weekly
2467,Clothing,84,3.7,No,Annually
2468,Clothing,72,3.6,No,Annually
2469,Clothing,21,3.7,No,Weekly
2470,Footwear,92,5.0,No,Annually
2471,Clothing,72,2.7,No,Fortnightly
2472,Footwear,83,4.3,No,Annually
2473,Clothing,73,4.1,No,Annually
2474,Clothing,98,2.6,No,Quarterly
2475,Clothing,76,3.2,No,Quarterly
2476,Clothing,43,3.5,No,Monthly
2477,Accessories,60,3.7,No,Monthly
2478,Accessories,40,3.8,No,Weekly
2479,Clothing,93,4.8,No,Every 3 Months
2480,Clothing,98,4.2,No,Every 3 Months
2481,Clothing,91,2.9,No,Fortnightly
2482,Accessories,92,2.9,No,Weekly
2483,Accessories,87,4.8,No,Every 3 Months
2484,Clothing,96,2.9,No,Monthly
2485,Clothing,97,4.8,No,Every 3 Months
2486,Clothing,55,4.6,No,Annually
2487,Clothing,58,4.4,No,Fortnightly
2488,Footwear,21,3.0,No,Bi-Weekly
2489,Accessories,82,4.4,No,Monthly
2490,Outerwear,34,3.9,No,Quarterly
2491,Clothing,78,4.0,No,Every 3 Months
2492,Accessories,47,2.5,No,Monthly
2493,Accessories,96,4.1,No,Bi-Weekly
2494,Clothing,23,4.8,No,Every 3 Months
2495,Footwear,27,2.6,No,Annually
2496,Accessories,37,3.1,No,Every 3 Months
2497,Accessories,79,3.2,No,Weekly
2498,Accessories,40,4.2,No,Annually
2499,Outerwear,39,2.6,No,Fortnightly
2500,Clothing,73,3.1,No,Quarterly
2501,Accessories,84,2.9,No,Bi-Weekly
2502,Clothing,94,4.6,No,Bi-Weekly
2503,Clothing,47,4.1,No,Every 3 Months
2504,Footwear,77,2.5,No,Bi-Weekly
2505,Clothing,94,4.0,No,Bi-Weekly
2506,Accessories,75,3.5,No,Quarterly
2507,Clothing,82,4.4,No,Annually
2508,Footwear,36,2.9,No,Every 3 Months
2509,Footwear,90,3.1,No,Bi-Weekly
2510,Clothing,48,4.4,No,Quarterly
2511,Outerwear,42,4.4,No,Weekly
2512,Accessories,33,2.7,No,Quarterly
2513,Clothing,63,4.9,No,Monthly
2514,Accessories,53,3.5,No,Annually
2515,Accessories,37,4.8,No,Bi-Weekly
2516,Clothing,92,4.2,No,Monthly
2517,Clothing,73,4.6,No,Quarterly
2518,Clothing,38,2.9,No,Annually
2519,Footwear,51,4.0,No,Annually
2520,Outerwear,90,4.9,No,Quarterly
2521,Outerwear,56,3.1,No,Every 3 Months
2522,Accessories,33,4.4,No,Every 3 Months
2523,Accessories,53,2.5,No,Weekly
2524,Accessories,24,3.4,No,Annually
2525,Outerwear,59,3.7,No,Quarterly
2526,Clothing,72,4.2,No,Weekly
2527,Clothing,28,3.4,No,Bi-Weekly
2528,Clothing,36,3.6,No,Every 3 Months
2529,Accessories,47,4.7,No,Monthly
2530,Accessories,62,4.7,No,Monthly
2531,Clothing,98,3.6,No,Weekly
2532,Footwear,28,4.6,No,Every 3 Months
2533,Clothing,86,2.6,No,Weekly
2534,Accessories,46,3.1,No,Bi-Weekly
2535,Accessories,42,3.2,No,Weekly
2536,Outerwear,80,3.9,No,Fortnightly
2537,Accessories,39,4.9,No,Every 3 Months
2538,Outerwear,49,4.1,No,Fortnightly
2539,Accessories,32,4.2,No,Bi-Weekly
2540,Footwear,73,4.1,No,Bi-Weekly
2541,Accessories,42,3.9,No,Quarterly
2542,Accessories,58,2.7,No,Every 3 Months
2543,Accessories,22,3.7,No,Annually
2544,Accessories,56,2.7,No,Bi-Weekly
2545,Clothing,70,2.5,No,Quarterly
2546,Footwear,50,3.9,No,Annually
2547,Footwear,21,3.0,No,Quarterly
2548,Outerwear,97,3.2,No,Weekly
2549,Accessories,63,3.8,No,Monthly
2550,Outerwear,60,2.7,No,Every 3 Months
2551,Footwear,52,3.0,No,Fortnightly
2552,Footwear,32,4.1,No,Annually
2553,Accessories,48,3.2,No,Annually
2554,Accessories,25,4.5,No,Every 3 Months
2555,Accessories,68,4.3,No,Bi-Weekly
2556,Clothing,74,3.5,No,Weekly
2557,Clothing,88,3.1,No,Quarterly
2558,Clothing,23,3.9,No,Fortnightly
2559,Clothing,32,2.7,No,Fortnightly
2560,Accessories,71,4.0,No,Every 3 Months
2561,Footwear,62,2.7,No,Bi-Weekly
2562,Clothing,20,2.7,No,Quarterly
2563,Clothing,62,4.7,No,Fortnightly
2564,Accessories,81,4.5,No,Every 3 Months
2565,Accessories,90,3.0,No,Weekly
2566,Clothing,43,3.6,No,Quarterly
2567,Accessories,38,3.3,No,Quarterly
2568,Accessories,25,4.3,No,Fortnightly
2569,Clothing,98,4.3,No,Fortnightly
2570,Clothing,75,4.8,No,Bi-Weekly
2571,Footwear,27,4.0,No,Fortnightly
2572,Accessories,27,3.5,No,Fortnightly
2573,Clothing,42,3.9,No,Quarterly
2574,Clothing,90,4.4,No,Annually
2575,Accessories,63,4.6,No,Fortnightly
2576,Clothing,96,4.0,No,Annually
2577,Clothing,40,4.2,No,Quarterly
2578,Clothing,39,4.5,No,Monthly
2579,Accessories,48,3.9,No,Quarterly
2580,Clothing,20,3.7,No,Weekly
2581,Clothing,29,3.6,No,Quarterly
2582,Clothing,81,4.7,No,Monthly
2583,Clothing,98,3.6,No,Every 3 Months
2584,Clothing,93,2.5,No,Weekly
2585,Clothing,30,2.9,No,Bi-Weekly
2586,Accessories,37,4.4,No,Weekly
2587,Outerwear,28,4.6,No,Every 3 Months
2588,Accessories,29,3.7,No,Every 3 Months
2589,Accessories,49,3.2,No,Bi-Weekly
2590,Clothing,53,4.9,No,Annually
2591,Accessories,66,5.0,No,Annually
2592,Outerwear,61,3.3,No,Quarterly
2593,Clothing,23,4.4,No,Quarterly
2594,Clothing,36,4.7,No,Every 3 Months
2595,Clothing,81,3.6,No,Every 3 Months
2596,Clothing,56,3.2,No,Bi-Weekly
2597,Clothing,78,3.0,No,Monthly
2598,Accessories,25,4.4,No,Bi-Weekly
2599,Accessories,86,3.3,No,Annually
2600,Accessories,99,3.4,No,Monthly
2601,Accessories,83,3.9,No,Bi-Weekly
2602,Clothing,33,2.9,No,Monthly
2603,Outerwear,44,2.9,No,Quarterly
2604,Clothing,58,2.7,No,Annually
2605,Clothing,54,3.4,No,Weekly
2606,Clothing,93,3.7,No,Fortnightly
2607,Footwear,98,4.7,No,Bi-Weekly
2608,Footwear,36,3.1,No,Every 3 Months
2609,Outerwear,68,4.2,No,Fortnightly
2610,Accessories,95,3.0,No,Bi-Weekly
2611,Clothing,93,3.1,No,Quarterly
2612,Outerwear,99,4.2,No,Fortnightly
2613,Accessories,22,3.8,No,Quarterly
2614,Accessories,88,2.9,No,Monthly
2615,Outerwear,65,4.2,No,Fortnightly
2616,Clothing,62,3.1,No,Quarterly
2617,Footwear,55,3.6,No,Annually
2618,Clothing,97,4.8,No,Annually
2619,Accessories,77,4.1,No,Monthly
2620,Clothing,40,3.9,No,Weekly
2621,Clothing,23,3.0,No,Annually
2622,Footwear,46,3.0,No,Annually
2623,Accessories,75,4.9,No,Annually
2624,Footwear,76,4.8,No,Annually
2625,Clothing,59,3.3,No,Annually
2626,Clothing,51,2.7,No,Weekly
2627,Outerwear,46,4.2,No,Every 3 Months
2628,Clothing,26,3.6,No,Quarterly
2629,Clothing,51,3.8,No,Bi-Weekly
2630,Accessories,44,3.8,No,Annually
2631,Clothing,82,4.2,No,Quarterly
2632,Clothing,44,2.7,No,Weekly
2633,Accessories,27,5.0,No,Annually
2634,Accessories,90,4.7,No,Fortnightly
2635,Footwear,58,3.2,No,Every 3 Months
2636,Clothing,80,2.9,No,Fortnightly
2637,Outerwear,40,4.2,No,Annually
2638,Clothing,23,3.7,No,Annually
2639,Clothing,34,4.2,No,Annually
2640,Clothing,35,2.6,No,Quarterly
2641,Clothing,75,4.0,No,Bi-Weekly
2642,Accessories,60,2.7,No,Every 3 Months
2643,Accessories,87,4.0,No,Annually
2644,Accessories,41,2.9,No,Monthly
2645,Clothing,83,3.3,No,Every 3 Months
2646,Accessories,81,4.0,No,Bi-Weekly
2647,Clothing,56,3.9,No,Every 3 Months
2648,Footwear,58,3.3,No,Annually
2649,Clothing,84,3.9,No,Bi-Weekly
2650,Accessories,21,3.9,No,Fortnightly
2651,Clothing,35,4.2,No,Every 3 Months
2652,Footwear,43,4.6,No,Quarterly
2653,Clothing,20,3.3,No,Monthly
2654,Clothing,36,4.8,No,Every 3 Months
2655,Outerwear,70,4.1,No,Annually
2656,Accessories,83,3.4,No,Fortnightly
2657,Clothing,76,3.6,No,Fortnightly
2658,Clothing,81,2.7,No,Fortnightly
2659,Accessories,47,3.2,No,Monthly
2660,Footwear,35,4.4,No,Fortnightly
2661,Clothing,85,4.9,No,Annually
2662,Footwear,96,4.8,No,Annually
2663,Clothing,98,2.8,No,Fortnightly
2664,Footwear,52,2.9,No,Annually
2665,Accessories,84,3.2,No,Weekly
2666,Clothing,71,3.5,No,Weekly
2667,Footwear,95,4.1,No,Fortnightly
2668,Footwear,47,4.1,No,Fortnightly
2669,Outerwear,75,4.8,No,Quarterly
2670,Accessories,28,2.8,No,Weekly
2671,Accessories,44,4.7,No,Bi-Weekly
2672,Footwear,64,4.8,No,Every 3 Months
2673,Footwear,28,2.9,No,Annually
2674,Clothing,21,2.6,No,Monthly
2675,Accessories,41,3.3,No,Every 3 Months
2676,Clothing,38,3.4,No,Bi-Weekly
2677,Accessories,77,3.6,No,Fortnightly
2678,Clothing,43,3.8,No,Every 3 Months
2679,Accessories,91,3.4,No,Bi-Weekly
2680,Clothing,68,3.8,No,Quarterly
2681,Clothing,37,3.3,No,Annually
2682,Footwear,23,4.8,No,Monthly
2683,Footwear,65,3.9,No,Every 3 Months
2684,Accessories,30,4.2,No,Fortnightly
2685,Clothing,45,4.7,No,Bi-Weekly
2686,Footwear,25,2.7,No,Quarterly
2687,Clothing,72,3.8,No,Fortnightly
2688,Clothing,75,3.6,No,Bi-Weekly
2689,Accessories,63,2.9,No,Every 3 Months
2690,Clothing,35,3.9,No,Quarterly
2691,Accessories,32,4.7,No,Weekly
2692,Clothing,25,3.3,No,Monthly
2693,Footwear,90,4.2,No,Every 3 Months
2694,Footwear,70,2.6,No,Quarterly
2695,Accessories,27,4.9,No,Every 3 Months
2696,Accessories,92,3.6,No,Bi-Weekly
2697,Outerwear,20,4.7,No,Monthly
2698,Outerwear,52,3.2,No,Quarterly
2699,Clothing,57,3.6,No,Quarterly
2700,Footwear,96,3.6,No,Annually
2701,Clothing,68,3.2,No,Weekly
2702,Clothing,30,2.8,No,Fortnightly
2703,Footwear,37,4.0,No,Fortnightly
2704,Accessories,42,4.4,No,Weekly
2705,Clothing,54,3.4,No,Weekly
2706,Outerwear,81,5.0,No,Bi-Weekly
2707,Footwear,40,3.1,No,Quarterly
2708,Accessories,88,4.2,No,Weekly
2709,Clothing,94,3.3,No,Weekly
2710,Clothing,54,2.9,No,Bi-Weekly
2711,Outerwear,51,4.7,No,Fortnightly
2712,Accessories,22,4.0,No,Monthly
2713,Outerwear,95,4.6,No,Quarterly
2714,Outerwear,57,3.8,No,Annually
2715,Clothing,45,3.6,No,Bi-Weekly
2716,Footwear,92,4.1,No,Fortnightly
2717,Footwear,40,2.7,No,Weekly
2718,Accessories,62,4.3,No,Every 3 Months
2719,Clothing,90,4.9,No,Bi-Weekly
2720,Clothing,82,4.2,No,Monthly
2721,Accessories,52,2.8,No,Quarterly
2722,Footwear,70,4.9,No,Fortnightly
2723,Accessories,83,2.8,No,Fortnightly
2724,Footwear,49,2.9,No,Every 3 Months
2725,Footwear,91,2.5,No,Fortnightly
2726,Accessories,99,2.7,No,Annually
2727,Accessories,92,3.3,No,Bi-Weekly
2728,Clothing,87,3.7,No,Fortnightly
2729,Clothing,28,4.0,No,Weekly
2730,Accessories,71,4.1,No,Monthly
2731,Accessories,32,4.1,No,Annually
2732,Accessories,33,2.5,No,Quarterly
2733,Clothing,75,4.2,No,Every 3 Months
2734,Accessories,83,4.7,No,Annually
2735,Clothing,93,2.7,No,Bi-Weekly
2736,Clothing,29,3.0,No,Bi-Weekly
2737,Clothing,25,4.8,No,Annually
2738,Accessories,76,4.4,No,Every 3 Months
2739,Footwear,81,4.3,No,Every 3 Months
2740,Clothing,80,2.5,No,Every 3 Months
2741,Accessories,70,4.9,No,Fortnightly
2742,Clothing,81,4.9,No,Monthly
2743,Footwear,86,3.9,No,Annually
2744,Accessories,94,4.1,No,Quarterly
2745,Clothing,66,3.3,No,Monthly
2746,Footwear,98,4.1,No,Bi-Weekly
2747,Clothing,25,3.7,No,Every 3 Months
2748,Clothing,62,3.1,No,Every 3 Months
2749,Outerwear,98,3.0,No,Annually
2750,Outerwear,53,3.4,No,Annually
2751,Footwear,66,2.7,No,Every 3 Months
2752,Clothing,52,3.1,No,Monthly
2753,Clothing,64,4.0,No,Bi-Weekly
2754,Accessories,59,3.6,No,Quarterly
2755,Accessories,61,3.6,No,Bi-Weekly
2756,Accessories,97,3.3,No,Annually
2757,Accessories,23,4.1,No,Monthly
2758,Accessories,98,4.3,No,Monthly
2759,Clothing,98,3.2,No,Bi-Weekly
2760,Footwear,59,3.9,No,Every 3 Months
2761,Clothing,82,5.0,No,Bi-Weekly
2762,Footwear,82,3.4,No,Every 3 Months
2763,Clothing,41,3.8,No,Every 3 Months
2764,Accessories,52,2.9,No,Quarterly
2765,Clothing,41,2.6,No,Weekly
2766,Accessories,70,4.3,No,Quarterly
2767,Clothing,91,2.8,No,Monthly
2768,Clothing,95,4.5,No,Monthly
2769,Clothing,25,3.8,No,Bi-Weekly
2770,Clothing,89,3.0,No,Weekly
2771,Footwear,44,3.3,No,Quarterly
2772,Outerwear,52,3.1,No,Fortnightly
2773,Accessories,94,3.5,No,Every 3 Months
2774,Clothing,98,4.6,No,Quarterly
2775,Footwear,40,4.1,No,Quarterly
2776,Clothing,25,3.6,No,Weekly
2777,Accessories,62,2.9,No,Annually
2778,Clothing,24,4.8,No,Every 3 Months
2779,Accessories,57,3.2,No,Bi-Weekly
2780,Accessories,66,4.3,No,Fortnightly
2781,Footwear,70,4.1,No,Fortnightly
2782,Footwear,39,4.6,No,Weekly
2783,Accessories,34,3.8,No,Annually
2784,Clothing,38,4.5,No,Quarterly
2785,Clothing,70,3.1,No,Every 3 Months
2786,Clothing,80,2.9,No,Monthly
2787,Accessories,51,3.8,No,Every 3 Months
2788,Footwear,79,4.1,No,Fortnightly
2789,Footwear,92,3.1,No,Annually
2790,Clothing,85,5.0,No,Bi-Weekly
2791,Clothing,63,4.5,No,Annually
2792,Accessories,60,2.8,No,Fortnightly
2793,Clothing,44,3.2,No,Weekly
2794,Footwear,57,3.1,No,Bi-Weekly
2795,Outerwear,24,3.3,No,Fortnightly
2796,Accessories,35,3.4,No,Annually
2797,Outerwear,73,3.8,No,Annually
2798,Accessories,42,3.5,No,Every 3 Months
2799,Clothing,20,4.8,No,Weekly
2800,Clothing,89,3.9,No,Every 3 Months
2801,Clothing,76,3.4,No,Bi-Weekly
2802,Clothing,56,2.6,No,Annually
2803,Outerwear,100,3.1,No,Fortnightly
2804,Clothing,44,3.3,No,Monthly
2805,Clothing,76,2.8,No,Every 3 Months
2806,Accessories,97,4.3,No,Quarterly
2807,Clothing,39,2.7,No,Annually
2808,Clothing,100,4.4,No,Fortnightly
2809,Clothing,62,3.9,No,Every 3 Months
2810,Clothing,98,3.0,No,Quarterly
2811,Clothing,31,4.0,No,Fortnightly
2812,Outerwear,89,3.7,No,Quarterly
2813,Clothing,91,3.8,No,Every 3 Months
2814,Clothing,50,3.3,No,Quarterly
2815,Clothing,32,3.6,No,Monthly
2816,Clothing,67,3.9,No,Every 3 Months
2817,Clothing,28,3.5,No,Weekly
2818,Accessories,65,3.4,No,Weekly
2819,Clothing,73,4.7,No,Annually
2820,Clothing,27,3.0,No,Monthly
2821,Accessories,89,3.9,No,Bi-Weekly
2822,Footwear,72,4.5,No,Monthly
2823,Clothing,37,4.1,No,Quarterly
2824,Clothing,63,4.5,No,Bi-Weekly
2825,Accessories,90,4.0,No,Quarterly
2826,Accessories,62,4.3,No,Annually
2827,Accessories,43,3.6,No,Annually
2828,Clothing,96,3.1,No,Bi-Weekly
2829,Accessories,83,2.6,No,Quarterly
2830,Accessories,67,3.4,No,Weekly
2831,Clothing,90,2.9,No,Every 3 Months
2832,Clothing,53,5.0,No,Weekly
2833,Accessories,37,4.6,No,Quarterly
2834,Clothing,56,3.3,No,Monthly
2835,Outerwear,43,2.9,No,Weekly
2836,Clothing,84,4.9,No,Annually
2837,Clothing,50,5.0,No,Bi-Weekly
2838,Footwear,88,4.5,No,Weekly
2839,Outerwear,50,3.7,No,Weekly
2840,Accessories,80,2.8,No,Monthly
2841,Clothing,47,3.5,No,Annually
2842,Clothing,33,3.0,No,Weekly
2843,Outerwear,100,4.3,No,Quarterly
2844,Clothing,26,3.6,No,Weekly
2845,Accessories,79,4.4,No,Annually
2846,Accessories,77,4.1,No,Every 3 Months
2847,Clothing,36,2.8,No,Bi-Weekly
2848,Accessories,21,2.8,No,Every 3 Months
2849,Footwear,72,4.9,No,Quarterly
2850,Outerwear,25,4.1,No,Bi-Weekly
2851,Clothing,79,3.0,No,Annually
2852,Clothing,73,3.0,No,Monthly
2853,Accessories,71,3.0,No,Weekly
2854,Accessories,48,3.2,No,Weekly
2855,Footwear,28,2.7,No,Monthly
2856,Footwear,95,3.8,No,Quarterly
2857,Outerwear,48,3.5,No,Monthly
2858,Clothing,93,3.8,No,Monthly
2859,Clothing,87,3.8,No,Monthly
2860,Clothing,32,3.4,No,Annually
2861,Clothing,38,2.9,No,Weekly
2862,Outerwear,54,3.4,No,Monthly
2863,Outerwear,75,4.7,No,Every 3 Months
2864,Clothing,56,3.9,No,Monthly
2865,Clothing,43,3.6,No,Weekly
2866,Clothing,97,3.7,No,Fortnightly
2867,Clothing,75,3.1,No,Annually
2868,Footwear,55,4.9,No,Fortnightly
2869,Accessories,49,2.6,No,Every 3 Months
2870,Clothing,58,4.2,No,Weekly
2871,Accessories,34,4.8,No,Every 3 Months
2872,Clothing,43,2.7,No,Bi-Weekly
2873,Accessories,48,2.6,No,Annually
2874,Clothing,40,2.6,No,Monthly
2875,Clothing,29,3.1,No,Annually
2876,Clothing,81,2.6,No,Weekly
2877,Clothing,84,3.4,No,Fortnightly
2878,Clothing,46,3.6,No,Monthly
2879,Clothing,86,4.3,No,Annually
2880,Clothing,57,4.9,No,Annually
2881,Clothing,61,4.8,No,Quarterly
2882,Accessories,90,4.2,No,Annually
2883,Clothing,51,2.6,No,Bi-Weekly
2884,Clothing,48,3.2,No,Weekly
2885,Footwear,50,3.4,No,Every 3 Months
2886,Accessories,82,3.5,No,Bi-Weekly
2887,Accessories,33,4.2,No,Weekly
2888,Footwear,28,2.8,No,Bi-Weekly
2889,Clothing,42,5.0,No,Quarterly
2890,Accessories,43,3.3,No,Annually
2891,Clothing,55,3.7,No,Monthly
2892,Clothing,73,2.5,No,Monthly
2893,Clothing,39,3.2,No,Monthly
2894,Accessories,20,3.1,No,Every 3 Months
2895,Accessories,32,3.5,No,Annually
2896,Clothing,86,4.6,No,Monthly
2897,Clothing,91,3.3,No,Every 3 Months
2898,Outerwear,59,2.5,No,Fortnightly
2899,Footwear,33,4.6,No,Annually
2900,Footwear,64,4.2,No,Fortnightly
2901,Clothing,67,4.0,No,Bi-Weekly
2902,Clothing,43,2.6,No,Quarterly
2903,Footwear,32,4.6,No,Bi-Weekly
2904,Accessories,39,3.5,No,Every 3 Months
2905,Footwear,41,4.0,No,Monthly
2906,Accessories,53,4.8,No,Fortnightly
2907,Outerwear,27,3.9,No,Annually
2908,Accessories,82,3.7,No,Bi-Weekly
2909,Clothing,87,3.1,No,Every 3 Months
2910,Accessories,78,3.0,No,Every 3 Months
2911,Accessories,32,2.9,No,Monthly
2912,Clothing,38,2.9,No,Quarterly
2913,Footwear,37,4.0,No,Bi-Weekly
2914,Outerwear,83,3.5,No,Every 3 Months
2915,Clothing,72,3.8,No,Bi-Weekly
2916,Clothing,30,4.5,No,Bi-Weekly
2917,Clothing,66,2.7,No,Bi-Weekly
2918,Clothing,45,2.9,No,Annually
2919,Accessories,73,4.9,No,Weekly
2920,Footwear,67,3.8,No,Monthly
2921,Accessories,72,4.9,No,Bi-Weekly
2922,Accessories,24,4.6,No,Fortnightly
2923,Accessories,68,3.5,No,Quarterly
2924,Clothing,70,4.2,No,Quarterly
2925,Clothing,64,3.7,No,Every 3 Months
2926,Clothing,91,2.8,No,Every 3 Months
2927,Accessories,82,4.8,No,Weekly
2928,Clothing,24,2.7,No,Bi-Weekly
2929,Accessories,80,3.6,No,Weekly
2930,Clothing,53,4.5,No,Fortnightly
2931,Clothing,50,4.0,No,Monthly
2932,Accessories,31,4.5,No,Bi-Weekly
2933,Accessories,88,3.9,No,Quarterly
2934,Accessories,52,3.8,No,Monthly
2935,Accessories,22,4.7,No,Quarterly
2936,Footwear,27,4.6,No,Weekly
2937,Clothing,34,3.6,No,Weekly
2938,Accessories,39,4.3,No,Weekly
2939,Accessories,53,3.0,No,Monthly
2940,Clothing,46,4.3,No,Weekly
2941,Accessories,85,4.8,No,Monthly
2942,Clothing,86,3.7,No,Monthly
2943,Clothing,63,2.6,No,Weekly
2944,Clothing,44,3.4,No,Monthly
2945,Footwear,95,3.9,No,Every 3 Months
2946,Accessories,49,4.8,No,Every 3 Months
2947,Clothing,77,2.8,No,Quarterly
2948,Accessories,63,4.4,No,Annually
2949,Clothing,83,3.1,No,Bi-Weekly
2950,Accessories,93,3.8,No,Annually
2951,Clothing,91,4.1,No,Every 3 Months
2952,Accessories,99,4.6,No,Weekly
2953,Accessories,24,4.9,No,Monthly
2954,Clothing,82,4.8,No,Annually
2955,Clothing,28,3.9,No,Annually
2956,Footwear,67,2.6,No,Annually
2957,Clothing,88,3.7,No,Monthly
2958,Accessories,70,4.7,No,Annually
2959,Clothing,100,4.5,No,Monthly
2960,Accessories,28,4.7,No,Quarterly
2961,Outerwear,48,3.6,No,Weekly
2962,Clothing,43,2.8,No,Bi-Weekly
2963,Clothing,40,4.0,No,Every 3 Months
2964,Footwear,97,3.6,No,Weekly
2965,Outerwear,25,3.8,No,Fortnightly
2966,Accessories,45,4.4,No,Fortnightly
2967,Footwear,49,2.8,No,Every 3 Months
2968,Footwear,36,3.4,No,Annually
2969,Clothing,48,4.9,No,Every 3 Months
2970,Accessories,62,4.3,No,Every 3 Months
2971,Accessories,74,3.4,No,Bi-Weekly
2972,Accessories,100,3.9,No,Every 3 Months
2973,Outerwear,39,4.2,No,Every 3 Months
2974,Footwear,65,2.7,No,Fortnightly
2975,Footwear,99,4.1,No,Weekly
2976,Accessories,68,4.5,No,Every 3 Months
2977,Outerwear,97,2.8,No,Fortnightly
2978,Clothing,47,3.4,No,Annually
2979,Clothing,56,3.9,No,Fortnightly
2980,Clothing,91,2.6,No,Weekly
2981,Accessories,93,4.4,No,Monthly
2982,Clothing,36,4.9,No,Annually
2983,Clothing,45,3.6,No,Weekly
2984,Clothing,44,2.8,No,Quarterly
2985,Accessories,32,4.3,No,Bi-Weekly
2986,Accessories,36,3.0,No,Bi-Weekly
2987,Accessories,85,3.3,No,Monthly
2988,Clothing,36,2.5,No,Monthly
2989,Clothing,55,5.0,No,Monthly
2990,Accessories,20,4.3,No,Weekly
2991,Clothing,91,4.2,No,Monthly
2992,Clothing,71,3.9,No,Bi-Weekly
2993,Clothing,64,3.9,No,Weekly
2994,Outerwear,21,4.2,No,Bi-Weekly
2995,Clothing,100,3.5,No,Quarterly
2996,Clothing,96,2.5,No,Bi-Weekly
2997,Accessories,91,2.9,No,Every 3 Months
2998,Clothing,40,2.7,No,Every 3 Months
2999,Clothing,53,4.7,No,Quarterly
3000,Accessories,48,3.8,No,Monthly
3001,Footwear,70,3.7,No,Weekly
3002,Outerwear,29,4.7,No,Quarterly
3003,Accessories,29,3.6,No,Quarterly
3004,Clothing,53,2.8,No,Every 3 Months
3005,Clothing,79,3.7,No,Fortnightly
3006,Clothing,65,3.5,No,Weekly
3007,Clothing,99,3.7,No,Bi-Weekly
3008,Accessories,60,3.0,No,Weekly
3009,Footwear,86,4.9,No,Weekly
3010,Accessories,73,4.6,No,Fortnightly
